ID Φορέα,Φορέας,ID Ειδικού Φορέα,Ειδικός Φορέας,ΚΑΕ,ΚΑΕ λεπτομέρειες,Ψηφ.Προϋπολογισμος 2013,Πληρωμές 2013,Ψηφ.Προϋπολογισμος 2014,Διαμόρφωση 2014,Αυξήσεις 2014,Μειώσεις 2014,Ποσό Διάθεσης 2014,Ποσοστό διάθεσης 2014,Πληρωμές 2014,Εντάλματα 2014
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0824,Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών(τέλη. μισ,8.046.00,3.736.94,3.996.00,3.996.00,,,3.996.00,100.00%,865.36,865.36
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0826,Δαπάνες κινητής τηλεφωνίας,650.00,617.89,620.00,620.00,,,620.00,100.00%,155.41,155.41
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0829,Λοιπές μεταφορές,31.00,16.18,25.00,25.00,,,25.00,100.00%,3.01,3.01
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0831,Υδρευση και άρδευση,100.00,69.92,100.00,100.00,,,100.00,100.00%,44.97,44.97
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0832,Ηλεκτρική ενέργεια,1.650.00,1.377.33,1.340.00,1.340.00,,,1.340.00,100.00%,211.03,211.03
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0833,Χρήση φυσικού αερίου,250.00,125.95,205.00,205.00,,,205.00,100.00%,,
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0839,Δαπάνες καθαριότητας,700.00,660.20,649.00,649.00,,,649.00,100.00%,164.81,164.81
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0841,Διαφημίσεις και δημοσιεύσεις γενικά,2.50,6.16,1.00,1.00,,,1.00,100.00%,1.87,1.87
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0843,Εκδόσεις – εκτυπώσεις – β,280.00,24.68,170.00,170.00,,,170.00,100.00%,7.68,7.68
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0844,Εκθέσεις. οργάνωση συνεδρίων και πολιτιστικώ,80.00,120.00,375.00,375.00,,,375.00,100.00%,29.92,29.92
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0845,Κάθε είδους δαπάνες δημοσίων σχέσεων,250.00,426.22,440.00,440.00,,,440.00,100.00%,64.22,64.22
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0851,Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά.εγκαταστάσ,2.850.00,372.67,2.010.00,2.010.00,,,2.010.00,100.00%,203.13,203.13
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0861,Αμοιβές για συντήρηση και επισκευή,129.00,60.00,170.00,170.00,,,170.00,100.00%,10.00,10.00
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0869,Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλι,997.00,1.288.36,1.086.00,1.086.00,,,1.086.00,100.00%,354.57,354.57
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0871,Αμοιβές φυσικών προσώπων,2.943.00,1.498.60,1.363.00,1.363.00,,,1.363.00,100.00%,218.88,218.88
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0881,Αμοιβές για εκπαίδευση. μετεκπαίδευση.επιμόρφωση,234.00,204.08,225.00,225.00,,,225.00,100.00%,101.96,101.96
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0892,Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφά σεων ή συμ,,2.23,,,,,,,,
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ0899,Λοιπές δαπάνες και ειδικές αμοιβές,950.00,1.342.59,1.552.00,1.552.00,,,1.552.00,100.00%,219.48,219.48
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,200.00,241.98,230.00,230.00,,,230.00,100.00%,97.37,97.37
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1121,Προμήθεια βιβλίων. συγγραμμάτων. περιοδικών. εφημερίδων και,986.00,642.96,800.00,800.00,,,800.00,100.00%,177.48,177.48
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1211,Προμήθεια υγειονομικού και φαρμακευτικού υλικού,22.00,10.86,20.00,20.00,,,20.00,100.00%,2.14,2.14
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1219,Προμήθεια λοιπών υγειονομικών. φαρμακευτικών  και ορθοπεδικώ,15.00,4.05,12.00,12.00,,,12.00,100.00%,0.32,0.32
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1231,Προμήθεια ειδών καθαριότητας,85.00,77.53,85.00,85.00,,,85.00,100.00%,25.29,25.29
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1311,Προμήθεια ειδών συντήρησης και επισκευής  εγκ,153.00,198.63,153.00,153.00,,,153.00,100.00%,14.86,14.86
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1321,Προμήθεια ειδών συντήρησης και επισκευής μεταφορι κών μέσων,40.00,33.49,40.00,40.00,,,40.00,100.00%,7.00,7.00
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1329,Προμήθεια ειδών συντήρησης και επισκευής κάθε είδ ους λοιπού,295.00,182.66,280.00,280.00,,,280.00,100.00%,77.54,77.54
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1421,Προμήθεια ιματισμού. υφασμάτων και συναφών υλικών,16.00,43.26,20.00,20.00,,,20.00,100.00%,10.89,10.89
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1423,Προμήθεια ειδών υπόδησης,5.00,4.35,5.00,5.00,,,5.00,100.00%,3.12,3.12
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1512,Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχ,300.00,52.71,162.00,82.70,,-79.30,82.70,100.00%,87.68,87.68
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1699,Λοιπές προμήθειες,550.00,231.36,450.00,450.00,,,450.00,100.00%,160.82,160.82
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1711,Προμήθεια επίπλων,75.00,24.78,65.00,65.00,,,65.00,100.00%,11.42,11.42
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1712,Προμήθεια συσκευών θέρμανσης και κλιματισμού,75.00,105.71,540.00,540.00,,,540.00,100.00%,88.46,88.46
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1713,Προμήθεια γραφομηχανών. μηχανημάτων φωτοαντιγραφήςκ.λπ. μηχα,75.00,29.61,38.00,38.00,,,38.00,100.00%,3.27,3.27
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1723,Προμήθεια ηλεκτρονικών υπολογιστ,750.00,1.032.81,1.090.00,1.090.00,,,1.090.00,100.00%,152.99,152.99
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1725,Προμήθεια κάθε είδους τηλεπικοινωνιακού. μετεωρολογικού και,45.00,127.55,109.00,109.00,,,109.00,100.00%,9.78,9.78
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ1729,Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπ,695.00,472.03,593.00,593.00,,,593.00,100.00%,64.55,64.55
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ2359,Επιχορήγηση σε λοιπούς οργανισμούς κοινωνικής ασφά,3.000.00,2.275.00,1.750.00,1.750.00,,,1.750.00,100.00%,1.350.00,1.350.00
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ2489,Επιχορήγηση σε λοιπά ειδικά ταμεία και λογαριασμ,,4.200.00,,,,,,,,
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ2529,Επιχορήγηση σε λοιπά πολιτιστικά ιδρύματα,500.00,442.50,400.00,400.00,,,400.00,100.00%,46.50,46.50
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ2599,Λοιπές επιχορηγήσεις φυσικών ή νομικών,950.00,1.010.00,850.00,850.00,,,850.00,100.00%,,
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ2611,Σε πολιτικούς και οικονομικούς οργανισμούς,680.00,703.89,680.00,680.00,,,680.00,100.00%,3.35,3.35
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ2799,Λοιπές οικονομικές αποζημιώσεις και βοηθήματα,600.00,584.00,650.00,650.00,,,650.00,100.00%,140.00,140.00
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ5112,Εκτακτο αποθεματικό Βουλής,1.000.00,,500.00,500.00,,,500.00,100.00%,,
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Ξ5292,Πιστώσεις προερχόμενες από τη μείωση του εγκεκριμένου προϋπο,249.00,,,,,,,,,
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,100,Γενικές δαπάνες,Αποτέλεσμα,,149.000.00,138.328.31,141.898.00,141.818.70,0.00,-79.30,141.818.70,100.00%,53.149.59,53.149.59
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,999,Μισθοδοσία dummy,Δ0000,ΤΕΧΝΙΚΟΣ ΚΑΕ ΕΞΟΔΩΝ  ΕΚΤΟΣ  Π/Υ,,2.218.90,,,,,,,23.187.73,
000/03,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,999,Μισθοδοσία dummy,Αποτέλεσμα,,,2.218.90,,,,,,,23.187.73,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0211,Βασικός μισθός,9.758.81,9.843.97,10.280.00,10.016.10,154.11,-418.01,10.016.10,100.00%,4.687.74,4.687.74
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0212,Επίδομα χρόνου υπηρεσίας,9.50,2.68,,,,,,,,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0213,Οικογενειακή παροχή,232.00,239.67,246.35,236.50,1.60,-11.45,236.50,100.00%,111.56,111.56
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0215,Επίδομα θέσης ευθύνης,316.00,302.56,329.00,329.00,,,329.00,100.00%,163.61,163.61
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0221,Μισθολογικές διαφορές βάσει ενιαίου μισθολογίου-βαθμολογίου,645.00,564.80,512.00,514.09,2.09,,514.09,100.00%,248.08,248.08
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0228,Επίδομα προβληματικών και παραμεθορίων περιοχών,10.00,14.20,15.80,18.57,2.77,,18.57,100.00%,8.45,8.45
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0229,Λοιπά ειδικά επιδόματα,4.00,3.60,3.60,3.60,,,3.60,100.00%,1.80,1.80
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0282,Αποζημίωση υπαλλήλων,20.00,6.69,,,,,,,,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0283,Αποζημίωση προσωπικού που απολύεται. συνταξιοδοτείται ή κατα,80.69,43.71,90.00,90.00,,,90.00,100.00%,2.23,2.23
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0284,Επίδομα υπηρεσίας στην αλλοδαπή,,8.99,44.95,44.95,,,44.95,100.00%,23.96,23.96
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0288,Καταβολή αποδοχών. επιδομάτων κ.λπ. παρελθόντων   ετών σε εκ,,1.06,,12.00,12.00,,12.00,100.00%,,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0291,Εισφορές στο ΙΚΑ,605.00,539.59,551.00,500.96,13.54,-63.58,500.96,100.00%,247.10,247.10
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0292,Εισφορές σε λοιπούς ασφαλιστικούς οργανισμούς,385.00,439.30,450.00,453.79,14.72,-10.93,453.79,100.00%,254.43,254.43
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0293,Εργοδοτική Εισφορά υπέρ ΕΟΠΥΥ (παρ.1β. αρθρ.19. ν.3918/2011),385.00,357.37,354.80,346.81,0.44,-8.43,346.81,100.00%,165.66,165.66
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0342,Αμοιβές  προσωπικού  με σχέση εργασίας ιδιωτικού  δικαίου ορ,160.00,170.70,68.00,68.00,,,68.00,100.00%,14.20,14.20
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0352,Εισφορές σε ασφαλιστικούς οργανισμούς προσωπικού  με σχέση ε,35.00,29.81,14.50,14.50,,,14.50,100.00%,3.94,3.94
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0511,Αποζημίωση για υπερωριακή εργασία,208.40,100.99,239.00,239.00,,,119.50,50.00%,21.43,21.71
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0512,Αμοιβή για εργασία κατά τις εξαιρέ,234.40,115.95,156.47,156.47,,,78.24,50.00%,18.62,18.96
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0515,Αποζημίωση μελών συλλογικών οργάνων,59.60,,16.50,16.50,,,8.25,50.00%,,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0561,Αποζημίωση για απασχόληση πέραν του κανονικού ωρα ρίου υπαλλ,40.00,7.12,35.00,27.91,,-7.09,13.96,50.00%,2.88,2.88
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,10.00,4.25,8.50,8.00,12.00,-12.50,4.00,50.00%,1.56,1.56
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0713,Εξοδα μετακίνησης από το εσωτερικό στο εξωτερικό  και αντίστ,7.00,6.14,7.00,8.20,1.20,,4.10,50.00%,1.12,1.12
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0716,Εξοδα μετακίνησης λοιπών προσώπων στο εσωτερικό   (περιλαμβά,4.15,,4.00,3.30,,-0.70,1.65,50.00%,0.05,0.05
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0717,Εξοδα μετακίνησης λοιπών προσώπων απο το εσωτερικόστο εξωτερ,8.60,2.71,8.00,8.00,,,4.00,50.00%,,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0813,Μισθώματα κτιρίων,215.32,313.91,315.32,315.32,,,315.32,100.00%,78.48,78.48
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0814,Μισθώματα μεταφορικών μέσων,0.95,,0.00,,,,,,,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0823,Ταχυδρομικά,5.00,0.04,0.00,1.058.50,1.058.50,,1.058.00,99.95%,,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0824,Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών(τέλη. μισ,27.226.00,97.26,150.00,150.00,,,150.00,100.00%,23.39,23.39
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0826,Δαπάνες κινητής τηλεφωνίας,13.00,7.38,18.00,18.00,,,9.00,50.00%,0.18,0.18
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0829,Λοιπές μεταφορές,5.00,1.00,4.00,4.00,,,3.00,75.00%,2.65,2.65
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0831,Υδρευση και άρδευση,11.00,7.53,11.00,11.00,,,11.00,100.00%,1.72,1.72
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0832,Ηλεκτρική ενέργεια,40.00,144.93,195.00,195.00,,,195.00,100.00%,33.97,33.97
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0833,Χρήση φυσικού αερίου,25.00,25.12,30.00,30.00,,,30.00,100.00%,4.94,4.94
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0839,Δαπάνες καθαριότητας,2.50,,0.50,0.50,,,0.25,50.00%,,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0841,Διαφημίσεις και δημοσιεύσεις γενικά,2.40,0.10,4.00,4.00,,,4.00,100.00%,0.70,0.88
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0843,Εκδόσεις – εκτυπώσεις – β,1.00,0.09,1.00,1.00,,,0.50,50.00%,,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0844,Εκθέσεις. οργάνωση συνεδρίων και πολιτιστικώ,,,5.00,5.00,,,2.50,50.00%,,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0845,Κάθε είδους δαπάνες δημοσίων σχέσεων,1.20,4.20,5.00,5.00,,,2.50,50.00%,0.33,0.33
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0851,Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά.εγκαταστάσ,15.00,6.38,8.00,44.94,36.94,,26.47,58.90%,5.02,5.02
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0861,Αμοιβές για συντήρηση και επισκευή,10.00,4.19,6.00,16.00,10.00,,8.00,50.00%,1.15,1.15
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0869,Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλι,30.00,21.47,62.00,62.00,,,31.00,50.00%,2.52,2.52
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0871,Αμοιβές φυσικών προσώπων,1.00,0.25,3.00,3.00,,,1.50,50.00%,,
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0873,Αμοιβές νομικών προσώπων,1.265.00,1.163.31,3.990.00,3.789.56,,-200.44,1.894.78,50.00%,0.37,0.79
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0875,Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνο  νται φυσικ,68.40,46.96,68.40,68.40,,,68.40,100.00%,8.20,8.20
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0879,Λοιπές αμοιβές όσων εκτελούν ειδικές υπηρεσίες,,0.27,3.00,3.00,,,1.50,50.00%,0.15,0.15
000/05,ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΜΕΤΑΡΡΥΘΜΙΣΗΣ & ΗΛ,150,Κεντρική Υπηρεσία,Ξ0892,Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφά σεων ή συμ,,32.080.92,,9.533.93,9.670.12,-136.20,9.533.93,100.00%,,
